sample_id,label,max_abs,final_abs,mean_abs,std_response,zero_crossings
overdamped-087,overdamped,1.0,3.582263775887414e-07,0.08550995697578603,0.20983737995656662,0
overdamped-088,overdamped,1.0,1.346448320948607e-06,0.09071226975442884,0.21294791367889035,0
overdamped-089,overdamped,1.0,9.603072964812672e-09,0.07608704863267722,0.2040823915617292,0
overdamped-090,overdamped,1.0,9.980340786829284e-06,0.10144300769078483,0.21912234804041297,0
overdamped-091,overdamped,1.0,3.574905940642111e-09,0.07436457204272362,0.20302385031745637,0
overdamped-092,overdamped,1.0,1.5920103419314487e-05,0.10460894933749003,0.22087107388954447,0
overdamped-093,overdamped,1.0,9.161706634885871e-09,0.0759983863346566,0.20402789662985588,0
overdamped-094,overdamped,1.0,1.0533326629360991e-05,0.10179349712486487,0.21931768222941128,0
overdamped-095,overdamped,1.0,1.4270941258727442e-05,0.10384025010001804,0.22044975407189224,0
overdamped-096,overdamped,1.0,2.0638625182639458e-05,0.10650488905818731,0.2219010783453681,0
overdamped-097,overdamped,1.0,8.408506644972754e-06,0.10035398712718405,0.21851270559502556,0
overdamped-098,overdamped,1.0,7.408340524571567e-06,0.09957276203111333,0.2180728702948088,0
overdamped-099,overdamped,1.0,3.182759143081681e-06,0.0948261926991936,0.21535733167186333,0
